"","Date","Provinsi","Total.Cases","Total.Deaths","Total.Recovered","Total.Active.Cases","Location.Level","Population","Population.Density","Longitude","Latitude"
"10708",2021-01-22,"Bengkulu",4378,136,4014,228,"Province",1999539,100.38,102.3384213,-3.533583627
"10709",2021-01-22,"DKI Jakarta",243017,3933,215478,23606,"Province",10846145,16334.31,106.8361183,-6.204698991
"10710",2021-01-22,"Daerah Istimewa Yogyakarta",18736,423,12466,5847,"Province",3631015,1158.9,110.4448783,-7.89450185
"10711",2021-01-22,"Gorontalo",4142,108,3890,144,"Province",1180651,104.88,122.3760581,0.687002604
"10713",2021-01-22,"Jambi",4189,64,2869,1256,"Province",3493357,69.79,102.7236404,-1.69769766
"10714",2021-01-22,"Jawa Barat",121241,1497,98965,20779,"Province",45161325,1276.55,107.6037083,-6.920432083
"10715",2021-01-22,"Jawa Tengah",111623,4566,72234,34823,"Province",36364072,1108.64,110.2011149,-7.259097177
"10716",2021-01-22,"Jawa Timur",104430,7661,90528,6241,"Province",40479023,846.78,112.7329414,-7.723345579
"10717",2021-01-22,"Kalimantan Barat",3708,28,3322,358,"Province",5422814,36.81,111.1211776,-0.086474572
"10718",2021-01-22,"Kalimantan Selatan",17050,623,15273,1154,"Province",4023049,103.84,115.4385783,-2.993594979
"10719",2021-01-22,"Kalimantan Tengah",11281,206,9370,1705,"Province",2570289,16.74,113.4176536,-1.602484653
"10720",2021-01-22,"Kalimantan Timur",36050,922,29135,5993,"Province",3552191,27.52,116.4684405,0.45385803
"10721",2021-01-22,"Kalimantan Utara",6182,66,2554,3562,"Province",648407,8.59,116.2188791,2.891012621
"10722",2021-01-22,"Kepulauan Bangka Belitung",3822,75,3201,546,"Province",1379767,84.01,106.5499324,-2.447444127
"10723",2021-01-22,"Kepulauan Riau",7793,192,6850,751,"Province",1929400,235.24,108.261746,3.916346
"10724",2021-01-22,"Lampung",8774,444,6131,2199,"Province",9095591,262.7,105.0214366,-4.916792975
"10725",2021-01-22,"Maluku",6165,82,5068,1015,"Province",1847097,39.37,129.576792,-3.192572
"10726",2021-01-22,"Maluku Utara",3277,97,2666,514,"Province",1307803,40.89,127.5391072,0.212036949
"10727",2021-01-22,"Nusa Tenggara Barat",6852,270,5210,1372,"Province",5270247,283.77,117.5086257,-8.606998866
"10728",2021-01-22,"Nusa Tenggara Timur",3663,103,1856,1704,"Province",5411321,111.07,121.592271,-8.682205
"10729",2021-01-22,"Papua",14575,160,8216,6199,"Province",4340348,13.6,138.69603,-4.66620953
"10730",2021-01-22,"Papua Barat",6486,107,5839,540,"Province",1140701,11.08,132.9762624,-2.045160182
"10731",2021-01-22,"Riau",28007,657,25890,1460,"Province",6074100,69.8,101.8051092,0.511647851
"10732",2021-01-22,"Sulawesi Barat",2894,64,1823,1007,"Province",1559984,92.93,119.3450194,-2.461746053
"10733",2021-01-22,"Sulawesi Selatan",44288,703,37985,5600,"Province",9426885,201.78,120.1620559,-3.731080714
"10734",2021-01-22,"Sulawesi Tengah",6211,164,3970,2077,"Province",2955567,47.79,121.2010927,-1.00413668
"10735",2021-01-22,"Sulawesi Tenggara",9108,171,7448,1489,"Province",2635461,69.23,122.070311,-4.124688793
"10736",2021-01-22,"Sulawesi Utara",12090,369,8543,3178,"Province",2641884,190.17,124.5212396,1.259638212
"10737",2021-01-22,"Sumatera Barat",26218,585,23011,2622,"Province",5519245,131.37,100.4650624,-0.850253225
"10738",2021-01-22,"Sumatera Selatan",13508,654,10897,1957,"Province",8217551,89.72,104.1694647,-3.216211808
"10739",2021-01-22,"Sumatera Utara",20046,723,17340,1983,"Province",14874889,203.82,99.05196442,2.191894453
"10740",2021-01-23,"Aceh",9126,378,7590,1158,"Province",5247257,90.54,96.91052174,4.225614628
"10741",2021-01-23,"Bali",23320,626,19871,2823,"Province",4216171,729.43,115.1317136,-8.369471688
"10742",2021-01-23,"Banten",23737,430,11370,11937,"Province",10722374,1109.64,106.1090043,-6.456736388
"10743",2021-01-23,"Bengkulu",4433,137,4049,247,"Province",1999539,100.38,102.3384213,-3.533583627
"10744",2021-01-23,"DKI Jakarta",246302,3964,218970,23368,"Province",10846145,16334.31,106.8361183,-6.204698991
"10745",2021-01-23,"Daerah Istimewa Yogyakarta",19209,431,12583,6195,"Province",3631015,1158.9,110.4448783,-7.89450185
"10746",2021-01-23,"Gorontalo",4158,110,3893,155,"Province",1180651,104.88,122.3760581,0.687002604
"10748",2021-01-23,"Jambi",4225,64,2881,1280,"Province",3493357,69.79,102.7236404,-1.69769766
"10749",2021-01-23,"Jawa Barat",123050,1513,101081,20456,"Province",45161325,1276.55,107.6037083,-6.920432083
"10750",2021-01-23,"Jawa Tengah",113498,4574,72807,36117,"Province",36364072,1108.64,110.2011149,-7.259097177
"10751",2021-01-23,"Jawa Timur",105365,7693,91414,6258,"Province",40479023,846.78,112.7329414,-7.723345579
"10752",2021-01-23,"Kalimantan Barat",3745,28,3342,375,"Province",5422814,36.81,111.1211776,-0.086474572
"10753",2021-01-23,"Kalimantan Selatan",17187,625,15378,1184,"Province",4023049,103.84,115.4385783,-2.993594979
"10754",2021-01-23,"Kalimantan Tengah",11367,207,9470,1690,"Province",2570289,16.74,113.4176536,-1.602484653
"10755",2021-01-23,"Kalimantan Timur",36659,933,29458,6268,"Province",3552191,27.52,116.4684405,0.45385803
"10756",2021-01-23,"Kalimantan Utara",6425,66,2554,3805,"Province",648407,8.59,116.2188791,2.891012621
"10757",2021-01-23,"Kepulauan Bangka Belitung",3916,76,3304,536,"Province",1379767,84.01,106.5499324,-2.447444127
"10758",2021-01-23,"Kepulauan Riau",7808,192,6865,751,"Province",1929400,235.24,108.261746,3.916346
"10759",2021-01-23,"Lampung",8919,471,6292,2156,"Province",9095591,262.7,105.0214366,-4.916792975
"10760",2021-01-23,"Maluku",6220,82,5101,1037,"Province",1847097,39.37,129.576792,-3.192572
"10761",2021-01-23,"Maluku Utara",3301,97,2687,517,"Province",1307803,40.89,127.5391072,0.212036949
"10762",2021-01-23,"Nusa Tenggara Barat",6940,271,5243,1426,"Province",5270247,283.77,117.5086257,-8.606998866
"10763",2021-01-23,"Nusa Tenggara Timur",3934,108,1939,1887,"Province",5411321,111.07,121.592271,-8.682205
"10764",2021-01-23,"Papua",14644,163,8317,6164,"Province",4340348,13.6,138.69603,-4.66620953
"10765",2021-01-23,"Papua Barat",6508,107,5865,536,"Province",1140701,11.08,132.9762624,-2.045160182
"10766",2021-01-23,"Riau",28119,664,26030,1425,"Province",6074100,69.8,101.8051092,0.511647851
"10767",2021-01-23,"Sulawesi Barat",3097,66,1836,1195,"Province",1559984,92.93,119.3450194,-2.461746053
"10768",2021-01-23,"Sulawesi Selatan",44476,704,38597,5175,"Province",9426885,201.78,120.1620559,-3.731080714
"10769",2021-01-23,"Sulawesi Tengah",6411,166,4082,2163,"Province",2955567,47.79,121.2010927,-1.00413668
"10770",2021-01-23,"Sulawesi Tenggara",9173,171,7459,1543,"Province",2635461,69.23,122.070311,-4.124688793
"10771",2021-01-23,"Sulawesi Utara",12240,370,8591,3279,"Province",2641884,190.17,124.5212396,1.259638212
"10772",2021-01-23,"Sumatera Barat",26329,585,23125,2619,"Province",5519245,131.37,100.4650624,-0.850253225
"10773",2021-01-23,"Sumatera Selatan",13599,656,10940,2003,"Province",8217551,89.72,104.1694647,-3.216211808
"10774",2021-01-23,"Sumatera Utara",20133,724,17423,1986,"Province",14874889,203.82,99.05196442,2.191894453
"10775",2021-01-24,"Aceh",9144,378,7592,1174,"Province",5247257,90.54,96.91052174,4.225614628
"10776",2021-01-24,"Bali",23612,629,20091,2892,"Province",4216171,729.43,115.1317136,-8.369471688
"10777",2021-01-24,"Banten",24147,431,11556,12160,"Province",10722374,1109.64,106.1090043,-6.456736388
"10778",2021-01-24,"Bengkulu",4448,138,4080,230,"Province",1999539,100.38,102.3384213,-3.533583627
"10779",2021-01-24,"DKI Jakarta",249814,4003,221298,24513,"Province",10846145,16334.31,106.8361183,-6.204698991
"10780",2021-01-24,"Daerah Istimewa Yogyakarta",19419,440,12769,6210,"Province",3631015,1158.9,110.4448783,-7.89450185
"10781",2021-01-24,"Gorontalo",4161,110,3893,158,"Province",1180651,104.88,122.3760581,0.687002604
"10783",2021-01-24,"Jambi",4263,64,2945,1254,"Province",3493357,69.79,102.7236404,-1.69769766
"10784",2021-01-24,"Jawa Barat",125378,1521,102847,21010,"Province",45161325,1276.55,107.6037083,-6.920432083
"10785",2021-01-24,"Jawa Tengah",115013,4579,73097,37337,"Province",36364072,1108.64,110.2011149,-7.259097177
"10786",2021-01-24,"Jawa Timur",106260,7736,92179,6345,"Province",40479023,846.78,112.7329414,-7.723345579
"10787",2021-01-24,"Kalimantan Barat",3765,28,3363,374,"Province",5422814,36.81,111.1211776,-0.086474572
"10788",2021-01-24,"Kalimantan Selatan",17307,627,15465,1215,"Province",4023049,103.84,115.4385783,-2.993594979
"10789",2021-01-24,"Kalimantan Tengah",11501,208,9528,1765,"Province",2570289,16.74,113.4176536,-1.602484653
"10790",2021-01-24,"Kalimantan Timur",37091,940,29849,6302,"Province",3552191,27.52,116.4684405,0.45385803
"10791",2021-01-24,"Kalimantan Utara",6501,66,2554,3881,"Province",648407,8.59,116.2188791,2.891012621
"10792",2021-01-24,"Kepulauan Bangka Belitung",3991,78,3351,562,"Province",1379767,84.01,106.5499324,-2.447444127
"10793",2021-01-24,"Kepulauan Riau",7831,192,6929,710,"Province",1929400,235.24,108.261746,3.916346
"10794",2021-01-24,"Lampung",9084,477,6338,2269,"Province",9095591,262.7,105.0214366,-4.916792975
"10795",2021-01-24,"Maluku",6259,82,5125,1052,"Province",1847097,39.37,129.576792,-3.192572
"10796",2021-01-24,"Maluku Utara",3304,99,2690,515,"Province",1307803,40.89,127.5391072,0.212036949
"10797",2021-01-24,"Nusa Tenggara Barat",7023,271,5271,1481,"Province",5270247,283.77,117.5086257,-8.606998866
"10798",2021-01-24,"Nusa Tenggara Timur",4008,109,2024,1875,"Province",5411321,111.07,121.592271,-8.682205
"10799",2021-01-24,"Papua",14708,163,8327,6218,"Province",4340348,13.6,138.69603,-4.66620953
"10800",2021-01-24,"Papua Barat",6533,107,5875,551,"Province",1140701,11.08,132.9762624,-2.045160182
"10801",2021-01-24,"Riau",28272,669,26129,1474,"Province",6074100,69.8,101.8051092,0.511647851
"10802",2021-01-24,"Sulawesi Barat",3165,66,1865,1234,"Province",1559984,92.93,119.3450194,-2.461746053
"10803",2021-01-24,"Sulawesi Selatan",44681,710,39153,4818,"Province",9426885,201.78,120.1620559,-3.731080714
"10804",2021-01-24,"Sulawesi Tengah",6614,168,4186,2260,"Province",2955567,47.79,121.2010927,-1.00413668
"10805",2021-01-24,"Sulawesi Tenggara",9216,173,7475,1568,"Province",2635461,69.23,122.070311,-4.124688793
"10806",2021-01-24,"Sulawesi Utara",12481,372,8616,3493,"Province",2641884,190.17,124.5212396,1.259638212
"10807",2021-01-24,"Sumatera Barat",26452,585,23247,2620,"Province",5519245,131.37,100.4650624,-0.850253225
"10808",2021-01-24,"Sumatera Selatan",13688,657,10972,2059,"Province",8217551,89.72,104.1694647,-3.216211808
"10809",2021-01-24,"Sumatera Utara",20221,726,17504,1991,"Province",14874889,203.82,99.05196442,2.191894453
"10810",2021-01-25,"Aceh",9144,378,7597,1169,"Province",5247257,90.54,96.91052174,4.225614628
"10811",2021-01-25,"Bali",23798,641,20392,2765,"Province",4216171,729.43,115.1317136,-8.369471688
"10812",2021-01-25,"Banten",24436,439,11768,12229,"Province",10722374,1109.64,106.1090043,-6.456736388
"10813",2021-01-25,"Bengkulu",4463,139,4110,214,"Province",1999539,100.38,102.3384213,-3.533583627
"10814",2021-01-25,"DKI Jakarta",252265,4046,223802,24417,"Province",10846145,16334.31,106.8361183,-6.204698991
"10815",2021-01-25,"Daerah Istimewa Yogyakarta",19729,455,13177,6097,"Province",3631015,1158.9,110.4448783,-7.89450185
"10816",2021-01-25,"Gorontalo",4168,110,3918,140,"Province",1180651,104.88,122.3760581,0.687002604
"10818",2021-01-25,"Jambi",4289,64,2952,1273,"Province",3493357,69.79,102.7236404,-1.69769766
"10819",2021-01-25,"Jawa Barat",127400,1523,104080,21797,"Province",45161325,1276.55,107.6037083,-6.920432083
"10820",2021-01-25,"Jawa Tengah",116526,4706,75264,36556,"Province",36364072,1108.64,110.2011149,-7.259097177
"10821",2021-01-25,"Jawa Timur",107150,7768,92905,6477,"Province",40479023,846.78,112.7329414,-7.723345579
"10822",2021-01-25,"Kalimantan Barat",3765,29,3363,373,"Province",5422814,36.81,111.1211776,-0.086474572
"10823",2021-01-25,"Kalimantan Selatan",17440,629,15603,1208,"Province",4023049,103.84,115.4385783,-2.993594979
"10824",2021-01-25,"Kalimantan Tengah",11546,210,9610,1726,"Province",2570289,16.74,113.4176536,-1.602484653
"10825",2021-01-25,"Kalimantan Timur",37416,947,30308,6161,"Province",3552191,27.52,116.4684405,0.45385803
"10826",2021-01-25,"Kalimantan Utara",6585,67,2744,3774,"Province",648407,8.59,116.2188791,2.891012621
"10827",2021-01-25,"Kepulauan Bangka Belitung",4109,78,3483,548,"Province",1379767,84.01,106.5499324,-2.447444127
"10828",2021-01-25,"Kepulauan Riau",7863,192,6932,739,"Province",1929400,235.24,108.261746,3.916346
"10829",2021-01-25,"Lampung",9192,480,6508,2204,"Province",9095591,262.7,105.0214366,-4.916792975
"10830",2021-01-25,"Maluku",6266,82,5153,1031,"Province",1847097,39.37,129.576792,-3.192572
"10831",2021-01-25,"Maluku Utara",3331,100,2716,515,"Province",1307803,40.89,127.5391072,0.212036949
"10832",2021-01-25,"Nusa Tenggara Barat",7080,271,5296,1513,"Province",5270247,283.77,117.5086257,-8.606998866
"10833",2021-01-25,"Nusa Tenggara Timur",4129,113,2064,1952,"Province",5411321,111.07,121.592271,-8.682205
"10834",2021-01-25,"Papua",14726,163,8354,6209,"Province",4340348,13.6,138.69603,-4.66620953
"10835",2021-01-25,"Papua Barat",6564,107,5897,560,"Province",1140701,11.08,132.9762624,-2.045160182
"10836",2021-01-25,"Riau",28316,671,26298,1347,"Province",6074100,69.8,101.8051092,0.511647851
"10837",2021-01-25,"Sulawesi Barat",3212,66,1886,1260,"Province",1559984,92.93,119.3450194,-2.461746053
"10838",2021-01-25,"Sulawesi Selatan",45287,711,39892,4684,"Province",9426885,201.78,120.1620559,-3.731080714
"10839",2021-01-25,"Sulawesi Tengah",6722,168,4341,2213,"Province",2955567,47.79,121.2010927,-1.00413668
"10840",2021-01-25,"Sulawesi Tenggara",9228,173,7525,1530,"Province",2635461,69.23,122.070311,-4.124688793
"10841",2021-01-25,"Sulawesi Utara",12620,377,8794,3449,"Province",2641884,190.17,124.5212396,1.259638212
"10842",2021-01-25,"Sumatera Barat",26496,588,23327,2581,"Province",5519245,131.37,100.4650624,-0.850253225
"10843",2021-01-25,"Sumatera Selatan",13777,661,10999,2117,"Province",8217551,89.72,104.1694647,-3.216211808
"10844",2021-01-25,"Sumatera Utara",20313,730,17589,1994,"Province",14874889,203.82,99.05196442,2.191894453
"10845",2021-01-26,"Aceh",9149,378,7601,1170,"Province",5247257,90.54,96.91052174,4.225614628
"10846",2021-01-26,"Bali",24340,654,20632,3054,"Province",4216171,729.43,115.1317136,-8.369471688
"10847",2021-01-26,"Banten",24961,442,12110,12409,"Province",10722374,1109.64,106.1090043,-6.456736388
"10848",2021-01-26,"Bengkulu",4481,139,4135,207,"Province",1999539,100.38,102.3384213,-3.533583627
"10849",2021-01-26,"DKI Jakarta",254578,4092,226741,23745,"Province",10846145,16334.31,106.8361183,-6.204698991
"10850",2021-01-26,"Daerah Istimewa Yogyakarta",20054,461,13488,6105,"Province",3631015,1158.9,110.4448783,-7.89450185
"10851",2021-01-26,"Gorontalo",4172,112,3925,135,"Province",1180651,104.88,122.3760581,0.687002604
"10853",2021-01-26,"Jambi",4328,64,2985,1279,"Province",3493357,69.79,102.7236404,-1.69769766
"10854",2021-01-26,"Jawa Barat",131325,1536,106327,23462,"Province",45161325,1276.55,107.6037083,-6.920432083
"10855",2021-01-26,"Jawa Tengah",118204,4826,76957,36421,"Province",36364072,1108.64,110.2011149,-7.259097177
"10856",2021-01-26,"Jawa Timur",108083,7820,93648,6615,"Province",40479023,846.78,112.7329414,-7.723345579
"10857",2021-01-26,"Kalimantan Barat",3798,29,3391,378,"Province",5422814,36.81,111.1211776,-0.086474572
"10858",2021-01-26,"Kalimantan Selatan",17537,634,15678,1225,"Province",4023049,103.84,115.4385783,-2.993594979
"10859",2021-01-26,"Kalimantan Tengah",11577,210,9747,1620,"Province",2570289,16.74,113.4176536,-1.602484653
"10860",2021-01-26,"Kalimantan Timur",37973,957,30637,6379,"Province",3552191,27.52,116.4684405,0.45385803
"10861",2021-01-26,"Kalimantan Utara",6695,73,3299,3323,"Province",648407,8.59,116.2188791,2.891012621
"10862",2021-01-26,"Kepulauan Bangka Belitung",4188,79,3546,563,"Province",1379767,84.01,106.5499324,-2.447444127
"10863",2021-01-26,"Kepulauan Riau",7891,193,6962,736,"Province",1929400,235.24,108.261746,3.916346
"10864",2021-01-26,"Lampung",9318,489,6546,2283,"Province",9095591,262.7,105.0214366,-4.916792975
"10865",2021-01-26,"Maluku",6315,83,5171,1061,"Province",1847097,39.37,129.576792,-3.192572
"10866",2021-01-26,"Maluku Utara",3362,100,2726,536,"Province",1307803,40.89,127.5391072,0.212036949
"10867",2021-01-26,"Nusa Tenggara Barat",7130,271,5329,1530,"Province",5270247,283.77,117.5086257,-8.606998866
"10868",2021-01-26,"Nusa Tenggara Timur",4350,121,2152,2077,"Province",5411321,111.07,121.592271,-8.682205
"10869",2021-01-26,"Papua",14862,163,8375,6324,"Province",4340348,13.6,138.69603,-4.66620953
"10870",2021-01-26,"Papua Barat",6584,107,5926,551,"Province",1140701,11.08,132.9762624,-2.045160182
"10871",2021-01-26,"Riau",28448,680,26397,1371,"Province",6074100,69.8,101.8051092,0.511647851
"10872",2021-01-26,"Sulawesi Barat",3273,68,1895,1310,"Province",1559984,92.93,119.3450194,-2.461746053
"10873",2021-01-26,"Sulawesi Selatan",45635,720,40428,4487,"Province",9426885,201.78,120.1620559,-3.731080714
"10874",2021-01-26,"Sulawesi Tengah",6878,171,4447,2260,"Province",2955567,47.79,121.2010927,-1.00413668
"10875",2021-01-26,"Sulawesi Tenggara",9261,173,7581,1507,"Province",2635461,69.23,122.070311,-4.124688793
"10876",2021-01-26,"Sulawesi Utara",12820,385,8992,3443,"Province",2641884,190.17,124.5212396,1.259638212
"10877",2021-01-26,"Sumatera Barat",26527,591,23379,2557,"Province",5519245,131.37,100.4650624,-0.850253225
"10878",2021-01-26,"Sumatera Selatan",13911,666,11100,2145,"Province",8217551,89.72,104.1694647,-3.216211808
"10879",2021-01-26,"Sumatera Utara",20403,732,17678,1993,"Province",14874889,203.82,99.05196442,2.191894453
"10880",2021-01-27,"Aceh",9163,378,7610,1175,"Province",5247257,90.54,96.91052174,4.225614628
"10881",2021-01-27,"Bali",24880,656,20829,3395,"Province",4216171,729.43,115.1317136,-8.369471688
"10882",2021-01-27,"Banten",25263,444,12946,11873,"Province",10722374,1109.64,106.1090043,-6.456736388
"10883",2021-01-27,"Bengkulu",4498,139,4153,206,"Province",1999539,100.38,102.3384213,-3.533583627
"10884",2021-01-27,"DKI Jakarta",256414,4126,229711,22577,"Province",10846145,16334.31,106.8361183,-6.204698991
"10885",2021-01-27,"Daerah Istimewa Yogyakarta",20481,476,13871,6134,"Province",3631015,1158.9,110.4448783,-7.89450185
"10886",2021-01-27,"Gorontalo",4173,113,3932,128,"Province",1180651,104.88,122.3760581,0.687002604
"10888",2021-01-27,"Jambi",4388,65,3052,1271,"Province",3493357,69.79,102.7236404,-1.69769766
"10889",2021-01-27,"Jawa Barat",134523,1641,108123,24759,"Province",45161325,1276.55,107.6037083,-6.920432083
"10890",2021-01-27,"Jawa Tengah",120001,4938,78637,36426,"Province",36364072,1108.64,110.2011149,-7.259097177
"10891",2021-01-27,"Jawa Timur",109172,7864,94419,6889,"Province",40479023,846.78,112.7329414,-7.723345579
"10892",2021-01-27,"Kalimantan Barat",3829,29,3420,380,"Province",5422814,36.81,111.1211776,-0.086474572
"10893",2021-01-27,"Kalimantan Selatan",17599,637,15779,1183,"Province",4023049,103.84,115.4385783,-2.993594979
"10894",2021-01-27,"Kalimantan Tengah",11639,211,9855,1573,"Province",2570289,16.74,113.4176536,-1.602484653
"10895",2021-01-27,"Kalimantan Timur",38729,963,30976,6790,"Province",3552191,27.52,116.4684405,0.45385803
"10896",2021-01-27,"Kalimantan Utara",6756,85,4094,2577,"Province",648407,8.59,116.2188791,2.891012621
"10897",2021-01-27,"Kepulauan Bangka Belitung",4278,79,3622,577,"Province",1379767,84.01,106.5499324,-2.447444127
